1:AOR:-(int,int):%(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):76:2678:astPosition.get(a.getValue()) - astPosition.get(b.getValue()) |==> astPosition.get(a.getValue()) % astPosition.get(b.getValue())
472:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):385:12963:handleGetProp(t, n); |==> <NO-OP>
473:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):386:13001:n.getType() == Token.OBJECTLIT |==> n.getType() <= Token.OBJECTLIT
474:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):386:13001:n.getType() == Token.OBJECTLIT |==> n.getType() >= Token.OBJECTLIT
475:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):386:13013:n.getType() == Token.OBJECTLIT |==> false
476:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):387:13043:handleObjectLit(t, n); |==> <NO-OP>
477:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@handleGetProp(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):399:13384:prop.scheduleRenaming(n.getLastChild(), processProperty(t, prop, type, null)) |==> false
478:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@handleGetProp(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):399:13384:prop.scheduleRenaming(n.getLastChild(), processProperty(t, prop, type, null)) |==> true
479:COR:<IDENTIFIER(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@handleGetProp(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):401:13489:showInvalidationWarnings |==> true
480:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@handleObjectLit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):414:13879:child != null |==> true
481:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@handleObjectLit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):415:13902:child.getType() == Token.STRING |==> child.getType() <= Token.STRING
482:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@handleObjectLit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):415:13902:child.getType() == Token.STRING |==> child.getType() >= Token.STRING
483:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@handleObjectLit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):415:13918:child.getType() == Token.STRING |==> false
484:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@handleObjectLit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):421:14185:prop.scheduleRenaming(child, processProperty(t, prop, type, null)) |==> false
485:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@handleObjectLit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):421:14185:prop.scheduleRenaming(child, processProperty(t, prop, type, null)) |==> true
486:COR:<IDENTIFIER(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@handleObjectLit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):423:14287:showInvalidationWarnings |==> true
487:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@handleObjectLit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):431:14545:child = child.getNext().getNext(); |==> <NO-OP>
488:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@processProperty(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.jscomp.DisambiguateProperties<T>.Property,T,T):444:15074:type = typeSystem.restrictByNotNullOrUndefined(type); |==> <NO-OP>
489:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@processProperty(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.jscomp.DisambiguateProperties<T>.Property,T,T):445:15138:prop.skipRenaming || typeSystem.isInvalidatingType(type) |==> prop.skipRenaming != typeSystem.isInvalidatingType(type)
490:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@processProperty(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.jscomp.DisambiguateProperties<T>.Property,T,T):445:15138:prop.skipRenaming || typeSystem.isInvalidatingType(type) |==> prop.skipRenaming
491:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@processProperty(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.jscomp.DisambiguateProperties<T>.Property,T,T):445:15159:prop.skipRenaming || typeSystem.isInvalidatingType(type) |==> typeSystem.isInvalidatingType(type)
492:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@processProperty(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.jscomp.DisambiguateProperties<T>.Property,T,T):445:15156:prop.skipRenaming || typeSystem.isInvalidatingType(type) |==> true
493:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@processProperty(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.jscomp.DisambiguateProperties<T>.Property,T,T):450:15322:alternatives != null |==> true
494:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@processProperty(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.jscomp.DisambiguateProperties<T>.Property,T,T):454:15494:lastType != null |==> true
495:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@processProperty(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.jscomp.DisambiguateProperties<T>.Property,T,T):455:15539:firstType == null |==> false
496:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@processProperty(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.jscomp.DisambiguateProperties<T>.Property,T,T):455:15517:firstType = firstType == null ? lastType : firstType; |==> <NO-OP>
497:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@processProperty(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.jscomp.DisambiguateProperties<T>.Property,T,T):461:15744:typeSystem.isInvalidatingType(topType) |==> false
498:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@processProperty(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.jscomp.DisambiguateProperties<T>.Property,T,T):461:15744:typeSystem.isInvalidatingType(topType) |==> true
499:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@processProperty(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.jscomp.DisambiguateProperties<T>.Property,T,T):464:15798:prop.addType(type, topType, relatedType); |==> <NO-OP>
500:LVR:0:POS:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():472:16005:0 |==> 1
501:LVR:0:NEG:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():472:16005:0 |==> -1
502:LVR:0:POS:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():472:16023:0 |==> 1
503:LVR:0:NEG:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():472:16023:0 |==> -1
504:LVR:0:POS:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():472:16045:0 |==> 1
505:LVR:0:NEG:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():472:16045:0 |==> -1
506:LVR:0:POS:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():473:16075:0 |==> 1
507:LVR:0:NEG:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():473:16075:0 |==> -1
508:LVR:0:POS:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():473:16096:0 |==> 1
509:LVR:0:NEG:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():473:16096:0 |==> -1
510:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():476:16175:prop.shouldRename() |==> false
511:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():476:16175:prop.shouldRename() |==> true
512:STD:<INC>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():479:16269:++propsRenamed; |==> <NO-OP>
513:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():480:16293:prop.expandTypesToSkip(); |==> <NO-OP>
514:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():484:16490:prop.shouldRename(rootType) |==> false
515:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():484:16490:prop.shouldRename(rootType) |==> true
516:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():486:16570:node.setString(newName); |==> <NO-OP>
517:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():487:16607:compiler.reportCodeChange(); |==> <NO-OP>
518:STD:<INC>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():488:16648:++instancesRenamed; |==> <NO-OP>
519:STD:<INC>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():490:16699:++instancesSkipped; |==> <NO-OP>
520:COR:<MEMBER_SELECT(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():494:16772:prop.skipRenaming |==> false
521:COR:<MEMBER_SELECT(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():494:16772:prop.skipRenaming |==> true
522:STD:<INC>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():495:16799:++propsSkipped; |==> <NO-OP>
523:STD:<INC>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():497:16842:++singleTypeProps; |==> <NO-OP>
524:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():501:16889:logger.info("Renamed " + instancesRenamed + " instances of " + propsRenamed + " properties."); |==> <NO-OP>
525:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@renameProperties():503:17004:logger.info("Skipped renaming " + instancesSkipped + " invalidated properties, " + propsSkipped + " instances of properties that were skipped for specific types and " + singleTypeProps + " properties that were referenced from only one type."); |==> <NO-OP>
526:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):516:17616:checkState(!set.isEmpty()); |==> <NO-OP>
527:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):520:17723:typeName == null |==> false
528:LVR:0:POS:com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):520:17772:0 |==> 1
529:LVR:0:NEG:com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):520:17772:0 |==> -1
530:ROR:<(int,int):!=(int,int):com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):520:17734:type.toString().compareTo(typeName) < 0 |==> type.toString().compareTo(typeName) != 0
531:ROR:<(int,int):<=(int,int):com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):520:17734:type.toString().compareTo(typeName) < 0 |==> type.toString().compareTo(typeName) <= 0
532:ROR:<(int,int):FALSE(int,int):com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):520:17770:type.toString().compareTo(typeName) < 0 |==> false
533:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):520:17714:typeName == null || type.toString().compareTo(typeName) < 0 |==> typeName == null != type.toString().compareTo(typeName) < 0
534:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):520:17714:typeName == null || type.toString().compareTo(typeName) < 0 |==> typeName == null
535:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):520:17734:typeName == null || type.toString().compareTo(typeName) < 0 |==> type.toString().compareTo(typeName) < 0
536:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):520:17731:typeName == null || type.toString().compareTo(typeName) < 0 |==> true
537:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):521:17787:typeName = type.toString(); |==> <NO-OP>
538:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):526:17880:"{...}".equals(typeName) |==> false
539:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):526:17880:"{...}".equals(typeName) |==> true
540:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@buildPropNames(com.google.javascript.jscomp.graph.UnionFind<T>,java.lang.String):533:18045:names.put(type, newName); |==> <NO-OP>
541:COR:<MEMBER_SELECT(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties@getRenamedTypesForTesting():544:18439:prop.skipRenaming |==> false
542:COR:<MEMBER_SELECT(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties@getRenamedTypesForTesting():544:18439:prop.skipRenaming |==> true
543:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties@getRenamedTypesForTesting():546:18544:!c.isEmpty() && !prop.typesToSkip.contains(c.iterator().next()) |==> !c.isEmpty() == !prop.typesToSkip.contains(c.iterator().next())
544:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties@getRenamedTypesForTesting():546:18557:!c.isEmpty() && !prop.typesToSkip.contains(c.iterator().next()) |==> false
545:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties@getRenamedTypesForTesting():546:18544:!c.isEmpty() && !prop.typesToSkip.contains(c.iterator().next()) |==> !c.isEmpty()
546:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties@getRenamedTypesForTesting():546:18560:!c.isEmpty() && !prop.typesToSkip.contains(c.iterator().next()) |==> !prop.typesToSkip.contains(c.iterator().next())
547:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@getRenamedTypesForTesting():547:18623:ret.put(entry.getKey(), c); |==> <NO-OP>
548:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@<init>(com.google.javascript.jscomp.AbstractCompiler):639:21837:registry = compiler.getTypeRegistry(); |==> <NO-OP>
549:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@addInvalidatingType(com.google.javascript.rhino.jstype.JSType):652:22432:checkState(!type.isUnionType()); |==> <NO-OP>
550:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@addInvalidatingType(com.google.javascript.rhino.jstype.JSType):653:22471:invalidatingTypes.add(type); |==> <NO-OP>
551:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getType(com.google.javascript.rhino.jstype.StaticScope<com.google.javascript.rhino.jstype.JSType>,com.google.javascript.rhino.Node,java.lang.String):664:22803:node.getJSType() == null |==> false
552:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):671:23004:type == null |==> false
553:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):671:22999:type == null || invalidatingTypes.contains(type) |==> type == null != invalidatingTypes.contains(type)
554:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):671:22999:type == null || invalidatingTypes.contains(type) |==> type == null
555:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):671:23015:type == null || invalidatingTypes.contains(type) |==> invalidatingTypes.contains(type)
556:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):671:23012:type == null || invalidatingTypes.contains(type) |==> true
557:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):672:23062:type.isNamedType() && type.isUnknownType() |==> type.isNamedType() == type.isUnknownType()
558:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):672:23081:type.isNamedType() && type.isUnknownType() |==> false
559:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):672:23062:type.isNamedType() && type.isUnknownType() |==> type.isNamedType()
560:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):672:23084:type.isNamedType() && type.isUnknownType() |==> type.isUnknownType()
561:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):671:22999:type == null || invalidatingTypes.contains(type) || (type.isNamedType() && type.isUnknownType()) |==> (type == null || invalidatingTypes.contains(type)) != (type.isNamedType() && type.isUnknownType())
562:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):671:22999:type == null || invalidatingTypes.contains(type) || (type.isNamedType() && type.isUnknownType()) |==> type == null || invalidatingTypes.contains(type)
563:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):672:23061:type == null || invalidatingTypes.contains(type) || (type.isNamedType() && type.isUnknownType()) |==> (type.isNamedType() && type.isUnknownType())
564:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):671:23048:type == null || invalidatingTypes.contains(type) || (type.isNamedType() && type.isUnknownType()) |==> true
565:LVR:TRUE:FALSE:com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):673:23124:true |==> false
566:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):677:23210:objType != null |==> true
567:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):677:23202:objType != null && !objType.hasReferenceName() |==> objType != null == !objType.hasReferenceName()
568:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):677:23218:objType != null && !objType.hasReferenceName() |==> false
569:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):677:23202:objType != null && !objType.hasReferenceName() |==> objType != null
570:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isInvalidatingType(com.google.javascript.rhino.jstype.JSType):677:23221:objType != null && !objType.hasReferenceName() |==> !objType.hasReferenceName()
571:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypesToSkipForType(com.google.javascript.rhino.jstype.JSType):681:23342:type = type.restrictByNotNullOrUndefined(); |==> <NO-OP>
572:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypesToSkipForType(com.google.javascript.rhino.jstype.JSType):685:23550:types.addAll(getTypesToSkipForTypeNonUnion(type)); |==> <NO-OP>
573:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypesToSkipForTypeNonUnion(com.google.javascript.rhino.jstype.JSType):695:23906:skipType != null |==> true
574:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypesToSkipForTypeNonUnion(com.google.javascript.rhino.jstype.JSType):696:23925:types.add(skipType); |==> <NO-OP>
575:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypesToSkipForTypeNonUnion(com.google.javascript.rhino.jstype.JSType):699:24029:objSkipType != null |==> true
576:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypesToSkipForTypeNonUnion(com.google.javascript.rhino.jstype.JSType):700:24050:skipType = objSkipType.getImplicitPrototype(); |==> <NO-OP>
577:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isTypeToSkip(com.google.javascript.rhino.jstype.JSType):709:24287:type.autoboxesTo() != null |==> true
578:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isTypeToSkip(com.google.javascript.rhino.jstype.JSType):709:24246:type.isEnumType() || (type.autoboxesTo() != null) |==> type.isEnumType() != (type.autoboxesTo() != null)
579:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isTypeToSkip(com.google.javascript.rhino.jstype.JSType):709:24246:type.isEnumType() || (type.autoboxesTo() != null) |==> type.isEnumType()
580:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isTypeToSkip(com.google.javascript.rhino.jstype.JSType):709:24267:type.isEnumType() || (type.autoboxesTo() != null) |==> (type.autoboxesTo() != null)
581:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@isTypeToSkip(com.google.javascript.rhino.jstype.JSType):709:24264:type.isEnumType() || (type.autoboxesTo() != null) |==> true
582:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypeAlternatives(com.google.javascript.rhino.jstype.JSType):717:24532:type.isUnionType() |==> false
583:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypeAlternatives(com.google.javascript.rhino.jstype.JSType):717:24532:type.isUnionType() |==> true
584:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypeAlternatives(com.google.javascript.rhino.jstype.JSType):721:24674:objType != null |==> true
585:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypeAlternatives(com.google.javascript.rhino.jstype.JSType):722:24722:objType.getConstructor() != null |==> true
586:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypeAlternatives(com.google.javascript.rhino.jstype.JSType):721:24666:objType != null && objType.getConstructor() != null |==> objType != null == (objType.getConstructor() != null)
587:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypeAlternatives(com.google.javascript.rhino.jstype.JSType):721:24682:objType != null && objType.getConstructor() != null |==> false
588:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypeAlternatives(com.google.javascript.rhino.jstype.JSType):721:24666:objType != null && objType.getConstructor() != null |==> objType != null
589:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$JSTypeSystem@getTypeAlternatives(com.google.javascript.rhino.jstype.JSType):722:24697:objType != null && objType.getConstructor() != null |==> objType.getConstructor() != null
